pv,upper,lower,precision,drive_high,drive_low,scan
SR12-PC-O0X-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12-PC-O1X-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12-PC-O1X-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12-PC-O1X-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12-PC-O1X-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-A1L-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-A1L-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-A1N-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-A1N-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-A2L-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-A2L-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-A2N-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-A2N-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-HSTR-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-HSTR-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-HSTR-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-HSTR-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-HSTR-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-HSTR-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-HSTR-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-HSTR-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-HSTR-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-HSTR-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-HSTR-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-HSTR-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-HSTR-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-HSTR-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-HSTR-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-HSTR-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-HSTR-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-HSTR-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-HSTR-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-HSTR-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-HSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-HSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-HSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-HSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q0L-17:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q0L-17:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q1L-16:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q1L-16:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q1N-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q1N-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q2L-15:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q2L-15:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q2N-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q2N-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q3L-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q3L-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q3N-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q3N-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q4N-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q4N-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q4N-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q4N-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q5N-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q5N-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q5N-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q5N-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q6N-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q6N-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-Q6N-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-Q6N-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-S1X-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-S1X-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-S1X-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-S1X-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-S2A-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-S2A-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-S2A-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-S2A-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-S3A-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-S3A-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-S3A-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-S3A-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-S4A-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-S4A-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-S4A-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-S4A-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-S5X-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-S5X-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-S5X-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-S5X-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-S6X-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-S6X-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-S6X-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-S6X-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-SQUAD-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-SQUAD-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-SQUAD-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-SQUAD-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-SQUAD-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-SQUAD-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-SQUAD-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-SQUAD-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-SQUAD-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-SQUAD-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-SQUAD-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-SQUAD-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-SQUAD-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-SQUAD-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-SQUAD-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-SQUAD-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-SQUAD-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-SQUAD-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-SQUAD-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-SQUAD-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-SQUAD-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-SQUAD-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-SQUAD-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-SQUAD-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-VSTR-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-VSTR-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-VSTR-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-VSTR-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-VSTR-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-VSTR-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-VSTR-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-VSTR-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-VSTR-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-VSTR-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-VSTR-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-VSTR-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-VSTR-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-VSTR-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-VSTR-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-VSTR-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-VSTR-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-VSTR-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-VSTR-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-VSTR-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-VSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-VSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12A-PC-VSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12A-PC-VSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12C-DI-EBPM-01:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-01:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-02:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-02:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-03:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-03:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-04:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-04:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-05:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-05:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-06:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-06:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-07:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-07:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-08:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-08:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-09:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-09:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-10:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-10:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-11:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12C-DI-EBPM-11:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12I-PC-HSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12I-PC-HSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12I-PC-HSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12I-PC-HSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12I-PC-VSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12I-PC-VSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR12I-PC-VSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR12I-PC-VSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13-PC-DL1:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13-PC-DL1:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13-PC-DL2:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13-PC-DL2:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13-PC-DL3:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13-PC-DL3:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13-PC-DL4:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13-PC-DL4:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13-PC-DQ1-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13-PC-DQ1-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13-PC-DQ1-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13-PC-DQ1-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13-PC-O0X-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13-PC-O0X-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13-PC-O1X-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13-PC-O1X-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13-PC-O1X-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13-PC-O1X-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-A1L-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-A1L-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-A1N-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-A1N-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-A2L-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-A2L-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-A2N-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-A2N-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-HSTR-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-HSTR-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-HSTR-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-HSTR-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-HSTR-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-HSTR-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-HSTR-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-HSTR-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-HSTR-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-HSTR-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-HSTR-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-HSTR-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-HSTR-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-HSTR-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-HSTR-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-HSTR-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-HSTR-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-HSTR-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-HSTR-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-HSTR-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-HSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-HSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-HSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-HSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q0L-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q0L-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q1L-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q1L-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q1N-17:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q1N-17:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q2L-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q2L-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q2N-16:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q2N-16:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q3L-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q3L-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q3N-15:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q3N-15:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q4N-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q4N-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q4N-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q4N-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q5N-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q5N-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q5N-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q5N-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q6N-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q6N-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-Q6N-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-Q6N-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-S1X-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-S1X-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-S1X-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-S1X-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-S2A-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-S2A-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-S2A-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-S2A-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-S3A-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-S3A-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-S3A-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-S3A-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-S4A-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-S4A-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-S4A-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-S4A-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-S5X-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-S5X-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-S5X-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-S5X-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-S6X-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-S6X-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-S6X-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-S6X-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-SQUAD-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-SQUAD-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-SQUAD-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-SQUAD-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-SQUAD-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-SQUAD-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-SQUAD-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-SQUAD-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-SQUAD-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-SQUAD-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-SQUAD-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-SQUAD-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-SQUAD-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-SQUAD-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-SQUAD-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-SQUAD-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-SQUAD-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-SQUAD-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-SQUAD-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-SQUAD-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-SQUAD-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-SQUAD-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-SQUAD-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-SQUAD-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-VSTR-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-VSTR-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR13A-PC-VSTR-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR13A-PC-VSTR-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
